SN,AT1,AT2,AT3,AT4,SN1,SN2,SN3,PBC1,PBC2,PBC3,EO1,EO2,EO3,EC1,EC2,EC3,EC4,EC5,GPI1,GPI2,GPI3,GPI4,GPB1,GPB2,GPB3,GPB4,GPB5,GPB6,Gender,Age,Marital_Status,PB,EC,EO,PI,PBC,SNs,ATT,CaseNo,ZPB,ZEC,ZEO,ZPI,ZPBC,ZSNs,ZATT,EOXEC,ATTXSN,PBCXSN,ATTXPBC
328,7,4,5,6,5,5,3,6,5,6,5,5,7,6,5,6,6,6,6,5,6,4,4,4,4,6,5,3,Female,25,Unmarried,4.3333,5.8000,5.6667,5.2500,5.6667,4.3333,5.5000,328,-0.2374,0.4214,1.1976,0.4630,0.7732,-0.5185,0.4081,0.5046,-0.2116,-0.4009,0.3155
329,7,5,5,5,6,5,5,6,6,7,6,5,7,4,6,6,6,5,7,5,4,4,5,4,4,7,5,3,Male,19,Unmarried,4.6667,5.4000,6.0000,5.0000,6.3333,5.3333,5.5000,329,0.2235,-0.1926,1.6171,0.1426,1.5828,0.7860,0.4081,-0.3115,0.3208,1.2441,0.6459
330,7,5,6,5,5,5,4,6,6,7,6,6,4,7,7,7,5,6,6,7,4,6,5,4,6,6,6,6,Female,25,Unmarried,5.5000,6.4000,5.3333,5.7500,6.3333,4.6667,5.7500,330,1.3757,1.3424,0.7781,1.1038,1.5828,-0.0837,0.7326,1.0445,-0.0613,-0.1325,1.1596
331,6,6,4,7,7,5,5,6,5,5,7,7,7,5,6,6,6,6,5,5,5,6,6,3,6,5,7,4,Male,22,Unmarried,5.1667,5.8000,7.0000,5.2500,5.3333,5.6667,5.7500,331,0.9149,0.4214,2.8755,0.4630,0.3684,1.2208,0.7326,1.2116,0.8944,0.4497,0.2699
332,6,4,5,6,6,6,5,7,7,6,5,4,4,5,6,5,5,6,5,5,4,4,5,3,5,6,7,4,Female,20,Unmarried,5.0000,5.4000,4.3333,4.5000,6.6667,5.6667,5.2500,332,0.6844,-0.1926,-0.4803,-0.4982,1.9876,1.2208,0.0836,0.0925,0.1020,2.4265,0.1661
333,4,5,4,5,5,5,3,3,4,3,5,5,6,6,5,6,6,6,4,6,4,4,5,5,5,5,5,6,Female,20,Unmarried,5.1667,5.8000,5.3333,4.5000,3.3333,4.3333,4.5000,333,0.9149,0.4214,0.7781,-0.4982,-2.0605,-0.5185,-0.8900,0.3279,0.4615,1.0685,1.8339
334,4,3,4,5,4,4,2,5,4,5,4,5,3,4,5,4,4,4,5,6,4,6,3,5,4,4,4,3,Male,21,Unmarried,3.8333,4.2000,4.0000,5.2500,4.6667,3.3333,4.0000,334,-0.9287,-2.0346,-0.8998,0.4630,-0.4413,-1.8231,-1.5391,1.8307,2.8058,0.8044,0.6791
335,6,5,5,6,5,5,4,4,5,5,5,5,4,4,5,6,6,6,6,5,4,7,6,5,5,7,6,6,Male,24,Unmarried,5.8333,5.4000,4.6667,5.5000,4.6667,4.6667,5.5000,335,1.8366,-0.1926,-0.0608,0.7834,-0.4413,-0.0837,0.4081,0.0117,-0.0342,0.0369,-0.1801
336,5,5,6,5,5,6,4,5,4,5,4,4,4,5,7,7,7,5,6,5,5,6,5,5,5,6,4,5,Female,20,Unmarried,5.0000,6.2000,4.0000,5.5000,4.6667,5.0000,5.2500,336,0.6844,1.0354,-0.8998,0.7834,-0.4413,0.3511,0.0836,-0.9316,0.0293,-0.1549,-0.0369
337,4,4,4,4,4,5,5,5,3,3,2,2,2,3,4,4,4,3,5,3,5,2,2,3,1,4,1,2,Male,19,Unmarried,2.1667,3.6000,2.0000,3.7500,3.6667,4.6667,4.0000,337,-3.2331,-2.9556,-3.4166,-1.4594,-1.6557,-0.0837,-1.5391,10.0982,0.1288,0.1386,2.5483
338,5,5,3,7,4,4,4,3,3,3,5,4,5,5,6,7,5,6,6,5,6,4,4,3,3,5,5,3,Female,22,Unmarried,3.8333,5.8000,4.6667,5.2500,3.0000,4.0000,5.0000,338,-0.9287,0.4214,-0.0608,0.4630,-2.4653,-0.9534,-0.2410,-0.0256,0.2297,2.3504,0.5941
339,6,7,5,6,6,4,5,6,5,6,5,5,5,6,6,5,7,5,4,4,4,6,4,4,5,6,4,4,Female,21,Married,4.5000,5.8000,5.0000,4.5000,5.6667,5.0000,6.0000,339,-0.0069,0.4214,0.3586,-0.4982,0.7732,0.3511,1.0572,0.1511,0.3712,0.2715,0.8174
340,6,7,6,5,5,6,3,5,5,6,5,5,5,5,6,6,6,6,6,7,5,5,6,4,5,6,6,5,Male,20,Unmarried,5.3333,5.8000,5.0000,5.7500,5.3333,4.6667,6.0000,340,1.1453,0.4214,0.3586,1.1038,0.3684,-0.0837,1.0572,0.1511,-0.0885,-0.0308,0.3894
341,7,6,7,7,6,6,7,7,4,5,6,7,4,6,5,6,7,6,4,6,7,6,6,5,7,5,4,7,Male,21,Unmarried,5.6667,6.0000,5.6667,5.7500,5.3333,6.3333,6.7500,341,1.6062,0.7284,1.1976,1.1038,0.3684,2.0905,2.0307,0.8723,4.2452,0.7701,0.7481
342,6,4,6,6,4,5,6,3,5,6,5,5,5,4,6,6,5,6,6,5,6,5,5,6,6,6,7,4,Male,23,Unmarried,5.6667,5.4000,5.0000,5.5000,4.6667,5.0000,5.5000,342,1.6062,-0.1926,0.3586,0.7834,-0.4413,0.3511,0.4081,-0.0691,0.1433,-0.1549,-0.1801
343,6,6,6,6,4,5,2,5,4,4,5,6,5,6,7,7,7,6,5,5,5,6,6,2,6,5,4,5,Female,22,Unmarried,4.6667,6.6000,5.3333,5.2500,4.3333,3.6667,6.0000,343,0.2235,1.6494,0.7781,0.4630,-0.8461,-1.3882,1.0572,1.2834,-1.4676,1.1745,-0.8944
344,4,6,6,6,5,5,5,5,5,5,6,3,5,5,4,6,6,6,4,4,3,4,4,3,5,6,6,5,Male,20,Unmarried,4.8333,5.4000,4.6667,3.7500,5.0000,5.0000,5.5000,344,0.4540,-0.1926,-0.0608,-1.4594,-0.0364,0.3511,0.4081,0.0117,0.1433,-0.0128,-0.0149
345,6,4,5,5,4,6,5,5,4,2,4,5,6,6,4,6,6,6,4,5,4,3,5,6,4,5,5,2,Female,22,Unmarried,4.5000,5.6000,5.0000,4.0000,3.6667,5.0000,5.0000,345,-0.0069,0.1144,0.3586,-1.1390,-1.6557,0.3511,-0.2410,0.0410,-0.0846,-0.5814,0.3990
346,5,6,5,4,4,4,5,4,4,4,5,5,6,7,6,6,4,5,3,5,5,3,4,2,3,4,4,5,Female,24,Unmarried,3.6667,5.6000,5.3333,4.0000,4.0000,4.3333,5.0000,346,-1.1591,0.1144,0.7781,-1.1390,-1.2509,-0.5185,-0.2410,0.0890,0.1249,0.6486,0.3014
347,7,6,6,7,5,5,5,7,6,6,4,4,4,7,4,6,6,6,4,5,5,3,3,4,5,4,5,4,Female,25,Unmarried,4.1667,5.8000,4.0000,4.2500,6.3333,5.0000,6.5000,347,-0.4678,0.4214,-0.8998,-0.8186,1.5828,0.3511,1.7062,-0.3791,0.5991,0.5558,2.7007
348,6,5,7,5,5,6,5,7,6,4,4,6,4,6,6,6,7,6,4,6,4,4,3,4,5,4,5,5,Female,19,Unmarried,4.3333,6.2000,4.6667,4.5000,5.6667,5.3333,5.7500,348,-0.2374,1.0354,-0.0608,-0.4982,0.7732,0.7860,0.7326,-0.0630,0.5758,0.6077,0.5665
349,6,6,5,6,6,6,7,5,6,5,7,7,6,5,7,6,6,5,3,5,6,5,5,5,5,6,5,6,Female,19,Unmarried,5.3333,5.8000,6.6667,4.7500,5.3333,6.3333,5.7500,349,1.1453,0.4214,2.4560,-0.1778,0.3684,2.0905,0.7326,1.0349,1.5315,0.7701,0.2699
350,3,5,3,3,6,7,4,6,5,5,2,3,3,4,5,4,4,6,4,4,3,3,4,2,3,5,4,7,Male,21,Unmarried,4.1667,4.6000,2.6667,3.5000,5.3333,5.6667,3.5000,350,-0.4678,-1.4206,-2.5777,-1.7798,0.3684,1.2208,-2.1881,3.6619,-2.6713,0.4497,-0.8061
351,6,6,5,5,5,4,3,5,5,5,3,4,3,5,5,5,5,4,3,5,4,6,6,3,4,6,4,5,Female,21,Unmarried,4.6667,4.8000,3.3333,4.5000,5.0000,4.0000,5.5000,351,0.2235,-1.1136,-1.7387,-0.4982,-0.0364,-0.9534,0.4081,1.9363,-0.3891,0.0347,-0.0149
352,6,5,6,6,4,5,5,7,6,6,5,4,5,6,5,7,7,5,5,7,7,6,6,5,4,6,5,5,Male,24,Unmarried,5.1667,6.0000,4.6667,6.2500,6.3333,4.6667,5.7500,352,0.9149,0.7284,-0.0608,1.7446,1.5828,-0.0837,0.7326,-0.0443,-0.0613,-0.1325,1.1596
353,3,3,3,3,4,3,4,4,5,3,3,5,4,3,5,4,4,5,3,2,3,5,3,3,3,4,4,2,Female,19,Unmarried,3.1667,4.2000,4.0000,3.2500,4.0000,3.6667,3.0000,353,-1.8504,-2.0346,-0.8998,-2.1002,-1.2509,-1.3882,-2.8372,1.8307,3.9387,1.7365,3.5490
354,5,7,6,6,7,4,4,6,4,5,5,6,5,5,6,6,5,7,7,4,5,5,7,6,5,7,5,5,Male,19,Unmarried,5.8333,5.8000,5.3333,5.2500,5.0000,5.0000,6.0000,354,1.8366,0.4214,0.7781,0.4630,-0.0364,0.3511,1.0572,0.3279,0.3712,-0.0128,-0.0385
355,6,6,6,5,5,4,5,6,7,6,5,5,3,4,7,6,5,6,7,5,5,6,5,4,6,7,5,5,Female,20,Unmarried,5.3333,5.6000,4.3333,5.7500,6.3333,4.6667,5.7500,355,1.1453,0.1144,-0.4803,1.1038,1.5828,-0.0837,0.7326,-0.0549,-0.0613,-0.1325,1.1596
356,6,6,4,6,6,5,4,4,5,7,6,4,4,5,5,4,5,7,6,5,5,5,7,5,5,5,5,5,Male,20,Unmarried,5.3333,5.2000,4.6667,5.2500,5.3333,5.0000,5.5000,356,1.1453,-0.4996,-0.0608,0.4630,0.3684,0.3511,0.4081,0.0304,0.1433,0.1294,0.1503
357,6,5,6,7,4,7,5,5,5,5,5,5,4,6,7,6,6,6,5,7,5,5,5,5,4,5,4,7,Female,19,Unmarried,5.0000,6.2000,4.6667,5.5000,5.0000,5.3333,6.0000,357,0.6844,1.0354,-0.0608,0.7834,-0.0364,0.7860,1.0572,-0.0630,0.8309,-0.0286,-0.0385
358,6,6,6,5,4,6,5,7,6,5,5,4,5,4,5,4,5,6,5,4,4,6,6,5,6,6,5,4,Male,21,Unmarried,5.3333,4.8000,4.6667,4.7500,6.0000,5.0000,5.7500,358,1.1453,-1.1136,-0.0608,-0.1778,1.1780,0.3511,0.7326,0.0677,0.2572,0.4136,0.8630
359,5,5,6,5,5,5,5,6,6,4,3,4,3,4,3,5,4,4,6,4,5,5,5,5,5,6,6,4,Male,24,Unmarried,5.1667,4.0000,3.3333,5.0000,5.3333,5.0000,5.2500,359,0.9149,-2.3416,-1.7387,0.1426,0.3684,0.3511,0.0836,4.0714,0.0293,0.1294,0.0308
360,5,4,4,5,5,4,4,4,6,5,4,3,4,5,4,5,4,5,5,5,5,4,4,3,3,4,6,2,Male,20,Unmarried,3.6667,4.6000,3.6667,4.7500,5.0000,4.3333,4.5000,360,-1.1591,-1.4206,-1.3192,-0.1778,-0.0364,-0.5185,-0.8900,1.8742,0.4615,0.0189,0.0324
361,5,7,7,4,3,4,2,4,5,4,5,5,5,5,5,6,5,7,5,5,5,3,4,4,4,6,2,4,Female,21,Unmarried,4.0000,5.6000,5.0000,4.5000,4.3333,3.0000,5.7500,361,-0.6982,0.1144,0.3586,-0.4982,-0.8461,-2.2579,0.7326,0.0410,-1.6542,1.9103,-0.6198
362,5,5,5,5,5,6,4,5,5,5,6,5,5,4,4,4,4,5,5,4,4,2,6,4,4,4,5,5,Male,21,Unmarried,4.6667,4.2000,5.3333,3.7500,5.0000,5.0000,5.0000,362,0.2235,-2.0346,0.7781,-1.4594,-0.0364,0.3511,-0.2410,-1.5832,-0.0846,-0.0128,0.0088
363,7,7,6,5,6,6,5,5,5,6,5,6,7,6,6,7,6,7,6,6,5,5,4,3,5,7,5,5,Female,20,Unmarried,4.8333,6.4000,6.0000,5.5000,5.3333,5.6667,6.2500,363,0.4540,1.3424,1.6171,0.7834,0.3684,1.2208,1.3817,2.1707,1.6868,0.4497,0.5090
364,6,5,7,5,3,5,4,4,5,2,5,5,5,5,6,7,6,7,6,4,4,5,4,4,4,5,5,4,Female,20,Unmarried,4.3333,6.2000,5.0000,4.7500,3.6667,4.0000,5.7500,364,-0.2374,1.0354,0.3586,-0.1778,-1.6557,-0.9534,0.7326,0.3713,-0.6985,1.5785,-1.2130
365,5,3,4,5,6,4,6,3,4,5,4,3,3,5,4,4,4,4,3,5,3,3,4,1,2,2,2,2,Female,19,Unmarried,2.1667,4.2000,3.3333,3.5000,4.0000,5.3333,4.2500,365,-3.2331,-2.0346,-1.7387,-1.7798,-1.2509,0.7860,-1.2146,3.5377,-0.9546,-0.9832,1.5193
366,5,4,5,5,4,7,5,5,7,5,5,5,5,5,5,6,5,5,6,5,6,7,5,5,3,4,4,6,Female,19,Unmarried,4.5000,5.2000,5.0000,6.0000,5.6667,5.3333,4.7500,366,-0.0069,-0.4996,0.3586,1.4242,0.7732,0.7860,-0.5655,-0.1792,-0.4445,0.6077,-0.4372
367,6,5,4,5,6,4,5,5,5,5,6,6,3,6,7,6,6,7,4,7,6,5,4,3,6,5,5,4,Male,19,Unmarried,4.5000,6.4000,5.0000,5.5000,5.0000,5.0000,5.0000,367,-0.0069,1.3424,0.3586,0.7834,-0.0364,0.3511,-0.2410,0.4814,-0.0846,-0.0128,0.0088
368,5,6,5,7,5,6,5,5,6,6,4,4,5,5,6,7,6,7,5,6,5,5,6,4,4,6,4,6,Male,21,Unmarried,5.0000,6.2000,4.3333,5.2500,5.6667,5.3333,5.7500,368,0.6844,1.0354,-0.4803,0.4630,0.7732,0.7860,0.7326,-0.4973,0.5758,0.6077,0.5665
369,6,6,6,6,5,7,7,6,7,6,5,4,6,5,5,6,6,6,6,6,5,6,6,6,6,7,7,5,Female,23,Unmarried,6.1667,5.6000,5.0000,5.7500,6.3333,6.3333,6.0000,369,2.2975,0.1144,0.3586,1.1038,1.5828,2.0905,1.0572,0.0410,2.2100,3.3089,1.6733
370,5,5,6,6,4,4,4,5,4,4,4,6,6,4,5,4,4,6,5,4,7,7,5,5,5,5,5,5,Female,20,Unmarried,5.0000,4.6000,5.3333,5.7500,4.3333,4.0000,5.5000,370,0.6844,-1.4206,0.7781,1.1038,-0.8461,-0.9534,0.4081,-1.1054,-0.3891,0.8066,-0.3453
371,4,4,6,6,4,4,4,6,6,6,3,3,4,5,6,6,5,5,4,5,5,2,5,2,4,5,3,2,Male,22,Unmarried,3.5000,5.4000,3.3333,4.0000,6.0000,4.0000,5.0000,371,-1.3896,-0.1926,-1.7387,-1.1390,1.1780,-0.9534,-0.2410,0.3349,0.2297,-1.1231,-0.2839
372,5,3,5,3,7,7,5,6,5,5,4,5,5,4,6,6,6,5,5,4,5,4,1,2,1,4,2,3,Female,20,Unmarried,2.1667,5.4000,4.6667,4.5000,5.3333,6.3333,4.0000,372,-3.2331,-0.1926,-0.0608,-0.4982,0.3684,2.0905,-1.5391,0.0117,-3.2174,0.7701,-0.5670
373,5,6,6,5,6,4,4,5,4,5,3,6,4,6,5,5,6,6,5,4,4,3,4,4,2,5,6,2,Male,20,Unmarried,3.8333,5.6000,4.3333,4.0000,4.6667,4.6667,5.5000,373,-0.9287,0.1144,-0.4803,-1.1390,-0.4413,-0.0837,0.4081,-0.0549,-0.0342,0.0369,-0.1801
374,5,3,5,5,5,7,3,6,4,4,6,4,5,6,5,4,6,5,4,6,4,4,5,4,5,5,4,5,Male,24,Unmarried,4.6667,5.2000,5.0000,4.5000,4.6667,5.0000,4.5000,374,0.2235,-0.4996,0.3586,-0.4982,-0.4413,0.3511,-0.8900,-0.1792,-0.3125,-0.1549,0.3927
375,4,4,4,4,6,6,5,6,6,4,6,7,4,6,6,5,5,4,5,4,4,6,7,2,4,5,7,5,Male,22,Unmarried,5.0000,5.2000,5.6667,4.7500,5.3333,5.6667,4.0000,375,0.6844,-0.4996,1.1976,-0.1778,0.3684,1.2208,-1.5391,-0.5984,-1.8789,0.4497,-0.5670
376,5,4,6,5,6,4,3,6,5,6,5,4,4,5,4,5,6,4,5,4,6,7,5,3,4,6,4,3,Male,21,Unmarried,4.1667,4.8000,4.3333,5.5000,5.6667,4.3333,5.0000,376,-0.4678,-1.1136,-0.4803,0.7834,0.7732,-0.5185,-0.2410,0.5349,0.1249,-0.4009,-0.1863
377,5,4,6,4,6,5,6,6,6,7,5,5,4,6,4,4,5,4,6,5,6,3,2,3,3,6,5,3,Male,21,Unmarried,3.6667,4.6000,4.6667,5.0000,6.3333,5.6667,4.7500,377,-1.1591,-1.4206,-0.0608,0.1426,1.5828,1.2208,-0.5655,0.0864,-0.6904,1.9323,-0.8951
378,7,7,5,7,3,5,4,6,6,6,5,4,4,5,5,6,6,6,5,5,4,6,5,3,5,6,5,5,Female,20,Unmarried,4.8333,5.6000,4.3333,5.0000,6.0000,4.0000,6.5000,378,0.4540,0.1144,-0.4803,0.1426,1.1780,-0.9534,1.7062,-0.0549,-1.6267,-1.1231,2.0099
379,7,6,6,6,5,5,5,7,7,6,5,6,6,7,5,5,6,7,6,6,5,5,6,4,6,7,4,5,Male,22,Unmarried,5.3333,6.0000,5.6667,5.5000,6.6667,5.0000,6.2500,379,1.1453,0.7284,1.1976,0.7834,1.9876,0.3511,1.3817,0.8723,0.4852,0.6979,2.7463
380,4,3,4,3,5,5,4,6,4,3,4,5,7,3,4,5,5,5,5,4,5,4,5,5,5,5,3,2,Female,20,Unmarried,4.1667,4.4000,5.3333,4.5000,4.3333,4.6667,3.5000,380,-0.4678,-1.7276,0.7781,-0.4982,-0.8461,-0.0837,-2.1881,-1.3443,0.1832,0.0708,1.8513
381,5,6,5,5,6,7,6,4,5,4,5,5,5,5,5,6,6,5,6,6,7,5,6,5,2,5,5,6,Female,20,Unmarried,4.8333,5.4000,5.0000,6.0000,4.3333,6.3333,5.2500,381,0.4540,-0.1926,0.3586,1.4242,-0.8461,2.0905,0.0836,-0.0691,0.1747,-1.7687,-0.0707
382,4,5,4,5,3,5,3,5,5,6,6,6,4,4,5,7,4,5,5,4,5,4,4,2,4,5,4,2,Male,19,Unmarried,3.5000,5.0000,5.3333,4.5000,5.3333,3.6667,4.5000,382,-1.3896,-0.8066,0.7781,-0.4982,0.3684,-1.3882,-0.8900,-0.6277,1.2355,-0.5114,-0.3279
383,6,5,6,5,6,5,6,6,5,4,5,5,5,5,7,5,6,6,3,5,5,4,4,2,4,4,3,3,Male,22,Unmarried,3.3333,5.8000,5.0000,4.2500,5.0000,5.6667,5.5000,383,-1.6200,0.4214,0.3586,-0.8186,-0.0364,1.2208,0.4081,0.1511,0.4982,-0.0445,-0.0149
384,5,4,4,2,4,5,6,5,4,6,5,3,4,4,4,5,4,5,4,4,4,6,6,5,5,6,5,5,Male,23,Unmarried,5.3333,4.4000,4.0000,4.5000,5.0000,5.0000,3.7500,384,1.1453,-1.7276,-0.8998,-0.4982,-0.0364,0.3511,-1.8636,1.5545,-0.6544,-0.0128,0.0679
385,5,3,5,5,4,5,5,5,5,4,5,4,6,5,4,4,7,6,5,6,3,2,5,3,4,6,4,3,Female,21,Unmarried,4.1667,5.2000,5.0000,4.0000,4.6667,4.6667,4.5000,385,-0.4678,-0.4996,0.3586,-1.1390,-0.4413,-0.0837,-0.8900,-0.1792,0.0745,0.0369,0.3927
386,5,5,6,6,4,5,6,5,5,5,5,5,6,6,6,7,3,5,5,5,6,5,5,5,5,4,5,4,Female,21,Unmarried,4.6667,5.4000,5.3333,5.2500,5.0000,5.0000,5.5000,386,0.2235,-0.1926,0.7781,0.4630,-0.0364,0.3511,0.4081,-0.1499,0.1433,-0.0128,-0.0149
387,6,4,5,5,6,3,3,6,5,4,5,4,3,5,5,6,6,6,6,6,6,6,6,6,6,5,5,5,Male,21,Married,5.5000,5.6000,4.0000,6.0000,5.0000,4.0000,5.0000,387,1.3757,0.1144,-0.8998,1.4242,-0.0364,-0.9534,-0.2410,-0.1029,0.2297,0.0347,0.0088
388,6,5,5,6,5,5,3,6,5,5,6,6,5,5,7,6,5,6,5,5,3,5,3,4,3,5,4,4,Female,27,Unmarried,3.8333,5.8000,5.6667,4.5000,5.3333,4.3333,5.5000,388,-0.9287,0.4214,1.1976,-0.4982,0.3684,-0.5185,0.4081,0.5046,-0.2116,-0.1910,0.1503
389,4,6,6,4,5,5,5,6,5,5,5,5,6,5,6,5,6,6,5,5,7,5,5,5,4,5,3,4,Female,22,Unmarried,4.3333,5.6000,5.3333,5.5000,5.3333,5.0000,5.0000,389,-0.2374,0.1144,0.7781,0.7834,0.3684,0.3511,-0.2410,0.0890,-0.0846,0.1294,-0.0888
390,5,6,6,4,3,6,4,3,5,5,4,3,5,5,5,5,6,5,4,3,5,5,5,2,4,6,5,4,Female,20,Unmarried,4.3333,5.2000,4.0000,4.2500,4.3333,4.3333,5.2500,390,-0.2374,-0.4996,-0.8998,-0.8186,-0.8461,-0.5185,0.0836,0.4496,-0.0433,0.4387,-0.0707
391,4,5,6,4,4,4,4,5,4,4,4,5,5,6,5,5,6,5,4,3,4,3,5,5,6,7,3,5,Male,21,Unmarried,5.1667,5.4000,4.6667,3.5000,4.3333,4.0000,4.7500,391,0.9149,-0.1926,-0.0608,-1.7798,-0.8461,-0.9534,-0.5655,0.0117,0.5391,0.8066,0.4784
392,5,5,5,3,5,5,4,5,6,5,4,6,5,6,6,6,6,6,5,5,5,4,7,5,5,5,4,4,Male,21,Unmarried,5.0000,6.0000,5.0000,4.7500,5.3333,4.6667,4.5000,392,0.6844,0.7284,0.3586,-0.1778,0.3684,-0.0837,-0.8900,0.2612,0.0745,-0.0308,-0.3279
393,6,5,6,6,3,3,2,5,4,4,5,5,6,5,5,5,4,5,4,5,5,4,5,3,3,5,5,5,Female,22,Unmarried,4.3333,4.8000,5.3333,4.5000,4.3333,2.6667,5.7500,393,-0.2374,-1.1136,0.7781,-0.4982,-0.8461,-2.6927,0.7326,-0.8665,-1.9728,2.2782,-0.6198
394,4,4,3,3,6,6,2,4,5,3,3,3,3,5,5,5,4,5,5,4,5,5,5,3,5,5,4,5,Male,19,Unmarried,4.5000,4.8000,3.0000,4.7500,4.0000,4.6667,3.5000,394,-0.0069,-1.1136,-2.1582,-0.1778,-1.2509,-0.0837,-2.1881,2.4034,0.1832,0.1047,2.7371
395,5,5,6,5,5,5,4,5,5,5,4,5,4,6,4,6,5,6,5,5,5,5,4,4,3,4,5,4,Male,19,Unmarried,4.0000,5.4000,4.3333,5.0000,5.0000,4.6667,5.2500,395,-0.6982,-0.1926,-0.4803,0.1426,-0.0364,-0.0837,0.0836,0.0925,-0.0070,0.0030,-0.0030
396,6,4,5,6,6,5,5,4,4,5,4,4,5,5,4,7,5,7,4,4,5,4,6,3,4,5,4,4,Female,20,Unmarried,4.3333,5.6000,4.3333,4.2500,4.3333,5.3333,5.2500,396,-0.2374,0.1144,-0.4803,-0.8186,-0.8461,0.7860,0.0836,-0.0549,0.0657,-0.6650,-0.0707
397,5,5,4,4,5,6,5,4,3,3,4,3,2,5,6,6,5,5,4,5,5,6,5,2,5,5,4,4,Female,18,Unmarried,4.1667,5.4000,3.0000,5.0000,3.3333,5.3333,4.5000,397,-0.4678,-0.1926,-2.1582,0.1426,-2.0605,0.7860,-0.8900,0.4158,-0.6995,-1.6195,1.8339
398,7,6,6,6,6,5,7,5,4,5,5,5,5,7,7,7,6,5,7,5,6,6,4,4,5,3,4,4,Male,21,Unmarried,4.0000,6.4000,5.0000,6.0000,4.6667,6.0000,6.2500,398,-0.6982,1.3424,0.3586,1.4242,-0.4413,1.6556,1.3817,0.4814,2.2876,-0.7306,-0.6097
399,5,6,6,5,5,6,4,5,4,5,5,4,5,5,5,6,5,6,4,4,4,6,5,3,4,5,3,5,Male,23,Unmarried,4.1667,5.4000,4.6667,4.5000,4.6667,5.0000,5.5000,399,-0.4678,-0.1926,-0.0608,-0.4982,-0.4413,0.3511,0.4081,0.0117,0.1433,-0.1549,-0.1801
400,6,7,6,5,4,4,6,6,4,5,5,5,5,5,6,6,5,6,6,5,6,6,5,5,4,5,5,5,Female,20,Unmarried,4.8333,5.6000,5.0000,5.7500,5.0000,4.6667,6.0000,400,0.4540,0.1144,0.3586,1.1038,-0.0364,-0.0837,1.0572,0.0410,-0.0885,0.0030,-0.0385
